 <190>#1608629311433#2900325156-QL#/APP1/VS_APP1_HTTPS#113.167.198.80#53722#113.167.198.80#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/menu.js#304#nocontenttype#0#AfdJ2l8AAAAAO1/Fqz2RJ09tnEJimzEE#NoDID#Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36#0#
 <190>#1608629314575#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/jquery.price.format.js#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629314605#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/common_vi_VN.js#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629314635#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/common.js#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629314675#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/enumeration/default.css#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629314704#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/enumeration/popuputil.js#200#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315649#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54480#42.119.174.193#10.64.66.106:443#corpapp.corp.com#POST#/app1/Request#200#nocontenttype#9908#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315796#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54480#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/lianav3.css#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315806#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/calendar.css#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315824#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54480#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/validationEngine.jquery.css#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315838#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/menu.js#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315850#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54480#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/GetNowTime.js#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315867#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/jquery.validate.js#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315878#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54480#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/jquery.maskedinput-1.2.2.min.js#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315902#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/jquery.validationEngine.js#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315910#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54480#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/validatevn.js#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315931#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/chrome/page.js#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629315966#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/images/epay/logo.png#304#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316053#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/images/bg_boxcommon_head.gif#404#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316066#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54480#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/images/bg_boxcommon_foot_l.gif#404#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316115#0316612048-QL#/APP1/VS_APP1_HTTPS#42.119.174.193#54477#42.119.174.193#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/images/bg_boxcommon_foot_r.gif#404#nocontenttype#0#AeDv0l8AAAAAhIu31BABN7lzWY2iga8c#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316565#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#POST#/app1/Request#200#nocontenttype#2886#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316702#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/lianav3.css#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316734#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/validation.css#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316752#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/validationEngine.jquery.css#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316766#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1static/css/dkyThue.css#404#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316782#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/jquery/jquery-1.6.1.min.js#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316796#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/GetNowTime.js#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316809#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/jquery.metadata.js#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316813#1801591807-QL#/APP1/VS_APP1_HTTPS#115.75.96.167#54086#115.75.96.167#10.64.66.106:443#corpapp.corp.com#GET#/7D8B79A2-8974-4D7B-A76A-F4F29624C06BUCdM5GOqgzyYqR0iHMFfEpEhhR2bgKX6953tGExBCPhAMeUBkC494xvNwiU8iVddK5yUPYhKKRFqPiYLp1Ci2Q/init#404#nocontenttype#0#AfdJ2l8AAAAA4DFBLpYJ86uj0Ih0BvXW#ASiAhV5cuh4AZZ5DIcPKs0I99kdajUQK#Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko#0#
 <190>#1608629316823#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/jquery.validationEngine.js#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316838#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/validatevn.js#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316851#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/chrome/page.js#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629316869#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/enumeration/tableutils.js#304#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317130#empty#/APP1/VS_APP1_HTTPS#1.54.200.236#64271#1.54.200.236#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/images/in_img/chrome_step_2.JPG#200#nocontenttype#0#AeDy0l8AAAAAnhTjnJxrwNGsQK/dQdiU#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317309#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/validation.css#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317344#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/default/msb.css#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317369#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/calendar.js#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317396#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/jquery.price.format.js#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317422#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/common_vi_VN.js#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317448#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/script/default/common.js#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317485#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/static/css/enumeration/reset.css#304#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
 <190>#1608629317538#0104206358-001-QL#/APP1/VS_APP1_HTTPS#115.73.218.200#60182#115.73.218.200#10.64.66.106:443#corpapp.corp.com#GET#/app1/images/ajax-loader.gif#404#nocontenttype#0#AQJK2l8AAAAAXsAt1AX6U8fZv7jP/h9o#NoDID#Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36#0#
